,project_link,title,description,card_category,amt_raised,days_left
118,https://www.indiegogo.com/projects/help-us-heal-someones-who-s-hurting/pica,Help Us Heal Someones Who's Hurting,I almost gave up but God gave me hope,Local Businesses,$135 USD raised 0%,Ended
119,https://www.indiegogo.com/projects/soulseeds-goes-mobile/pica,Soulseeds Goes Mobile,Soulseeds When and Where You Need It!,Local Businesses,$988 USD raised 10%,Ended
120,https://www.indiegogo.com/projects/slaughterhouse-sandwich-company/pica,Slaughterhouse Sandwich Company,A pop up sandwich shop and catering company with dreams of expanding to far more.,Local Businesses,$488 USD raised 5%,Ended
121,https://www.indiegogo.com/projects/the-world-s-first-connected-car-camera/pica,The World's First Connected Car Camera,For those who are passionate about the lifesaving potential of technology.,Local Businesses,"$9,606 USD raised 10%",Ended
122,https://www.indiegogo.com/projects/mr-delicious-beach-bar-rescue/pica,Mr. Delicious Beach Bar - RESCUE,Mr. Delicious is a Well known Food Truck in Barbados with a goal of reaching more of its customers.,Local Businesses,$40 USD raised 0%,Ended
123,https://www.indiegogo.com/projects/wild-wellness-roadtrip-across-america/pica,Wild Wellness: Roadtrip Across America,"Help us bring FREE meditation, wellness education, and yoga across the United States!",Local Businesses,"$3,942 USD raised 16%",Ended
124,https://www.indiegogo.com/projects/chicagoland-shura-s-2015-united-eid-programming/pica,Chicagoland Shura's 2015 United Eid & Programming,This page has closed but YOUR SUPPORT IS STILL NEEDED! Donate directly at:  https://goo.gl/iwgzhC,Local Businesses,$870 USD raised 12%,Ended
125,https://www.indiegogo.com/projects/support-tunisia/pica,#Support Tunisia,"We love Tunisia, land of peace.
No place for terrorism !

#Support_Tunisia",Local Businesses,$10 USD raised 0%,Ended
126,https://www.indiegogo.com/projects/empire-tees/pica,Empire Tees,Just a 16 year old kid that has a dream. I'm making a T-shirt company that make one of a kind tees.,Local Businesses,$65 USD raised 5%,Ended
127,https://www.indiegogo.com/projects/a-floral-tribute-to-celebrate-the-ppie-centennial/pica,A Floral Tribute to Celebrate the PPIE Centennial,"In 1915 the Conservatory of Flowers honored the PPIE with a floral tribute, let’s do it again!",Local Businesses,"$1,250 USD raised 21%",Ended
128,https://www.indiegogo.com/projects/spider-vac-the-humane-bug-catcher/pica,Spider Vac -  The Humane Bug Catcher,"Spider Vac, the humane bug catcher. Don't kill it – CATCH IT!",Local Businesses,£476 GBP raised 2%,Ended
129,https://www.indiegogo.com/projects/samih-spotlight-on-anti-muslim-internet-hate/pica,SAMIH: Spotlight on Anti-Muslim Internet Hate,Help tackle the problem of anti-Muslim hate in social media,Local Businesses,"$3,400 AUD raised 68%",Ended
130,https://www.indiegogo.com/projects/help-us-launch-c-j-craft/pica,help us launch c & j craft.,support c & j craft. and help us shine a spotlight on craftsmen & artisans across the nation!,Local Businesses,$530 USD raised 2%,Ended
